_key,ad,humidity,pressure,temperature,timestamp
1666545823,1147,39.88,965.99,34.00,1666545823
1666545757,1146,39.53,966.00,33.97,1666545757
1666545691,1170,38.48,966.05,34.70,1666545691
1666545626,1200,37.32,966.01,35.59,1666545626
1666545557,1197,38.02,966.04,35.52,1666545557
1666545492,1178,38.41,966.13,34.98,1666545492
1666545426,1170,38.88,966.11,34.73,1666545426
1666545358,1159,38.92,966.16,34.40,1666545358
1666545289,1150,39.21,966.18,34.14,1666545289
1666545221,1146,39.81,966.19,34.02,1666545221
1666545155,1131,40.45,966.20,33.56,1666545155
1666544995,1138,41.03,966.17,33.77,1666544995
1666544929,1125,41.65,966.23,33.39,1666544929
1666544863,1118,41.52,966.23,33.19,1666544863
1666544789,1110,42.25,966.29,32.98,1666544789
1666544700,1103,42.66,966.29,32.74,1666544700
1666544631,1102,43.04,966.32,32.72,1666544631
1666544483,1110,42.59,966.33,32.98,1666544483
1666544414,1123,41.88,966.25,33.35,1666544414
1666544347,1134,41.25,966.31,33.69,1666544347
1666544280,1153,40.62,966.34,34.28,1666544280
1666544212,1200,39.37,966.28,35.68,1666544212
1666544144,1193,38.94,966.34,35.48,1666544144
1666544076,1165,39.97,966.38,34.65,1666544076
1666544009,1155,40.20,966.42,34.36,1666544009
1666543944,1151,41.05,966.48,34.27,1666543944
1666543878,1146,41.81,966.51,34.12,1666543878
1666543810,1151,41.04,966.52,34.27,1666543810
1666543742,1148,41.98,966.55,34.20,1666543742
1666543672,1131,41.66,966.55,33.67,1666543672
1666543603,1118,42.21,966.61,33.29,1666543603
1666543533,1121,43.72,966.57,33.39,1666543533
1666543465,1115,45.25,966.64,33.21,1666543465
1666543396,1106,43.46,966.65,32.95,1666543396
1666543327,1116,42.95,966.65,33.27,1666543327
1666543258,1133,42.47,966.71,33.78,1666543258
1666543189,1100,44.43,966.78,32.81,1666543189
1666543118,1091,44.90,966.75,32.55,1666543118
1666543048,1111,43.43,966.78,33.15,1666543048
1666542979,1116,43.15,966.77,33.29,1666542979
1666542908,1109,42.62,966.83,33.11,1666542908
1666542838,1126,42.59,966.85,33.62,1666542838
1666542770,1131,42.54,966.84,33.78,1666542770
1666542702,1112,43.60,966.90,33.21,1666542702
1666542634,1094,44.13,966.93,32.69,1666542634
1666542565,1083,44.48,966.93,32.34,1666542565
1666542496,1103,44.57,966.98,32.97,1666542496
1666542424,1094,44.19,967.06,32.72,1666542424
1666542349,1092,44.13,967.03,32.66,1666542349
1666542279,1095,45.60,967.02,32.74,1666542279
1666542212,1097,44.76,967.06,32.82,1666542212
1666542145,1117,44.03,967.12,33.43,1666542145
1666542077,1125,43.63,967.10,33.66,1666542077
1666542009,1140,43.64,967.13,34.13,1666542009
1666541939,1129,43.79,967.21,33.82,1666541939
1666541872,1119,44.40,967.28,33.55,1666541872
1666541804,1098,43.11,967.25,32.91,1666541804
1666541737,1089,44.38,967.28,32.64,1666541737
1666541670,1100,44.60,967.32,32.98,1666541670
1666541603,1123,43.58,967.35,33.68,1666541603
1666541536,1128,43.64,967.37,33.86,1666541536
1666541470,1129,42.29,967.37,33.89,1666541470
1666541403,1130,42.85,967.42,33.91,1666541403
1666541338,1154,41.09,967.46,34.66,1666541338
1666541272,1146,40.24,967.49,34.43,1666541272
1666541205,1174,39.46,967.53,35.29,1666541205
1666541140,1209,38.41,967.51,36.35,1666541140
1666541075,1206,37.16,967.52,36.27,1666541075
1666541010,1207,37.48,967.59,36.31,1666541010
1666540942,1185,38.38,967.59,35.65,1666540942
1666540876,1178,38.73,967.62,35.43,1666540876
1666540806,1154,40.24,967.65,34.72,1666540806
1666540735,1124,40.93,967.75,33.85,1666540735
1666540666,1122,40.50,967.77,33.78,1666540666
1666540596,1158,39.59,967.85,34.90,1666540596
1666540525,1143,40.18,967.78,34.43,1666540525
1666540454,1148,39.98,967.81,34.60,1666540454
1666540383,1145,40.06,967.82,34.49,1666540383
1666540311,1120,41.13,967.92,33.79,1666540311
1666540240,1099,41.84,968.00,33.18,1666540240
1666540169,1089,42.48,968.01,32.88,1666540169
1666540104,1096,41.91,968.03,33.10,1666540104
1666540039,1111,41.55,968.04,33.56,1666540039
1666539973,1108,42.11,968.14,33.48,1666539973
1666539905,1092,42.67,968.11,33.00,1666539905
1666539840,1092,42.97,968.14,32.99,1666539840
1666539775,1097,43.67,968.12,33.15,1666539775
1666539709,1077,44.45,968.18,32.56,1666539709
1666539640,1074,46.41,968.19,32.49,1666539640
1666539572,1076,47.23,968.15,32.53,1666539572
1666539504,1052,45.52,968.33,31.86,1666539504
1666539436,1058,48.25,968.34,32.06,1666539436
1666539370,1056,46.68,968.39,31.99,1666539370
1666539305,1067,46.54,968.35,32.32,1666539305
1666539239,1056,47.55,968.43,32.02,1666539239
1666539173,1035,48.38,968.45,31.40,1666539173
1666539107,1030,48.66,968.46,31.23,1666539107
1666539041,1032,47.40,968.47,31.30,1666539041
1666538975,1037,47.96,968.47,31.46,1666538975
1666538909,1042,48.60,968.53,31.62,1666538909
1666538844,1047,48.86,968.53,31.77,1666538844
1666538776,1045,47.68,968.60,31.74,1666538776
1666538706,1048,47.53,968.63,31.84,1666538706
1666538637,1053,47.83,968.64,31.99,1666538637
1666538569,1053,47.89,968.68,31.99,1666538569
1666538500,1064,47.80,968.66,32.34,1666538500
1666538431,1078,44.94,968.61,32.72,1666538431
1666538364,1113,44.40,968.68,33.82,1666538364
1666538298,1127,42.41,968.74,34.25,1666538298
1666538232,1132,41.51,968.73,34.41,1666538232
1666538164,1128,42.31,968.72,34.29,1666538164
1666538096,1104,42.54,968.74,33.56,1666538096
1666538026,1109,42.73,968.74,33.72,1666538026
1666537958,1112,43.08,968.77,33.80,1666537958
1666537892,1085,43.83,968.84,33.03,1666537892
1666537826,1087,43.30,968.85,33.09,1666537826
1666537760,1086,43.58,968.90,33.07,1666537760
1666537693,1080,44.01,968.95,32.91,1666537693
1666537626,1071,44.93,969.01,32.64,1666537626
1666537560,1059,45.11,969.07,32.32,1666537560
1666537495,1050,45.66,969.12,32.05,1666537495
1666537429,1043,46.00,969.10,31.84,1666537429
1666537361,1031,48.17,969.18,31.49,1666537361
1666537294,1020,48.16,969.16,31.18,1666537294
1666537226,1032,46.63,969.20,31.53,1666537226
1666537160,1070,44.76,969.22,32.68,1666537160
1666537092,1064,44.41,969.29,32.53,1666537092
1666537024,1061,44.10,969.32,32.45,1666537024
1666536954,1062,44.61,969.34,32.47,1666536954
1666536885,1060,44.81,969.39,32.44,1666536885
1666536818,1055,46.86,969.45,32.32,1666536818
1666536746,1047,47.31,969.39,32.05,1666536746
1666536673,1045,46.17,969.41,31.99,1666536673
1666536601,1044,47.00,969.42,31.98,1666536601
1666536527,1037,47.60,969.46,31.76,1666536527
1666536457,1034,48.86,969.50,31.69,1666536457
1666536388,1045,46.72,969.44,32.00,1666536388
1666536321,1074,45.93,969.47,32.89,1666536321
1666536255,1063,45.85,969.47,32.55,1666536255
1666536189,1045,46.69,969.50,32.02,1666536189
1666536118,1021,47.70,969.57,31.33,1666536118
1666536043,1034,47.75,969.60,31.72,1666536043
1666535974,1053,45.79,969.66,32.32,1666535974
1666535907,1045,46.28,969.63,32.05,1666535907
1666535840,1040,45.89,969.65,31.93,1666535840
1666535774,1038,46.33,969.67,31.87,1666535774
1666535708,1036,47.16,969.64,31.79,1666535708
1666535640,1022,48.31,969.69,31.39,1666535640
1666535573,1017,51.04,969.68,31.24,1666535573
1666535506,1018,49.65,969.70,31.27,1666535506
1666535437,1014,49.62,969.69,31.16,1666535437
1666535370,1003,50.46,969.71,30.83,1666535370
1666535302,997,50.65,969.76,30.65,1666535302
1666535237,995,51.75,969.76,30.62,1666535237
1666535172,994,51.79,969.78,30.58,1666535172
1666535106,995,51.68,969.78,30.62,1666535106
1666535038,993,51.42,969.80,30.57,1666535038
1666534972,993,50.80,969.81,30.56,1666534972
1666534906,991,51.13,969.87,30.51,1666534906
1666534841,1002,51.15,969.84,30.84,1666534841
1666534776,1004,49.88,969.87,30.92,1666534776
1666534710,996,50.34,969.92,30.69,1666534710
1666534645,992,51.23,969.89,30.56,1666534645
1666534579,994,50.39,969.91,30.63,1666534579
1666534513,1004,49.72,969.94,30.92,1666534513
1666534448,1024,48.53,969.92,31.53,1666534448
1666534380,1035,47.21,969.97,31.88,1666534380
1666534313,1039,47.23,969.97,32.01,1666534313
1666534244,1034,46.93,969.96,31.84,1666534244
1666534176,1015,47.20,969.95,31.25,1666534176
1666531505,988,50.09,970.31,30.58,1666531505
1666531438,995,50.47,970.33,30.80,1666531438
1666531372,989,50.56,970.26,30.58,1666531372
1666531305,972,51.59,970.36,30.12,1666531305
1666531239,968,52.18,970.38,29.98,1666531239
1666531172,984,51.34,970.34,30.45,1666531172
1666531107,996,50.63,970.37,30.84,1666531107
1666531041,991,51.29,970.43,30.70,1666531041
1666530971,972,51.11,970.38,30.13,1666530971
1666530891,969,51.94,970.41,30.04,1666530891
1666530824,972,52.28,970.42,30.12,1666530824
1666530755,964,52.20,970.44,29.88,1666530755
1666530689,958,52.25,970.39,29.69,1666530689
1666530620,962,51.81,970.39,29.82,1666530620
1666530553,957,51.85,970.45,29.69,1666530553
1666530479,962,51.77,970.44,29.84,1666530479
1666530402,959,53.12,970.51,29.76,1666530402
1666530336,949,53.41,970.48,29.45,1666530336
1666530270,948,54.09,970.47,29.43,1666530270
1666530205,946,54.12,970.43,29.37,1666530205
1666530133,951,54.16,970.42,29.51,1666530133
1666530066,950,54.86,970.46,29.48,1666530066
1666530001,954,54.28,970.45,29.61,1666530001
1666529936,952,54.55,970.45,29.53,1666529936
1666529869,949,54.18,970.46,29.47,1666529869
1666529801,953,53.90,970.47,29.58,1666529801
1666529735,956,52.89,970.50,29.69,1666529735
1666529667,965,52.92,970.51,29.96,1666529667
1666529602,954,52.94,970.55,29.63,1666529602
1666529534,943,53.86,970.61,29.33,1666529534
1666529465,951,52.91,970.57,29.55,1666529465
1666529397,967,53.05,970.59,30.02,1666529397
1666529331,965,52.85,970.57,29.98,1666529331
1666529264,962,53.08,970.58,29.88,1666529264
1666529198,955,52.57,970.60,29.69,1666529198
1666529130,968,51.23,970.60,30.06,1666529130
1666529065,996,51.49,970.61,30.90,1666529065
1666529000,1001,50.56,970.58,31.03,1666529000
1666528934,980,51.32,970.64,30.43,1666528934
1666528867,991,51.46,970.62,30.76,1666528867
1666528800,997,52.79,970.64,30.93,1666528800
1666528732,978,53.85,970.72,30.41,1666528732
1666528665,963,54.00,970.66,29.93,1666528665
1666528597,961,52.69,970.63,29.86,1666528597
1666528529,948,54.16,970.69,29.50,1666528529
1666528464,935,54.07,970.74,29.13,1666528464
1666528398,947,53.20,970.74,29.49,1666528398
1666528333,952,52.31,970.74,29.62,1666528333
1666528268,961,51.96,970.75,29.89,1666528268
1666528200,969,52.95,970.76,30.13,1666528200
1666528135,959,52.33,970.80,29.85,1666528135
1666528070,962,52.13,970.76,29.95,1666528070
1666528004,958,52.14,970.78,29.82,1666528004
1666527938,978,51.00,970.79,30.43,1666527938
1666527872,995,51.76,970.79,30.92,1666527872
1666527803,986,51.38,970.81,30.68,1666527803
1666527658,987,50.03,970.81,30.70,1666527658
1666527591,983,51.27,970.84,30.58,1666527591
1666527524,982,51.74,970.93,30.57,1666527524
1666527455,985,50.95,970.96,30.67,1666527455
1666527390,991,51.53,970.92,30.85,1666527390
1666527324,994,51.72,970.92,30.93,1666527324
1666527258,993,51.57,970.95,30.93,1666527258
1666527193,991,52.40,970.90,30.86,1666527193
1666527127,987,51.81,970.92,30.72,1666527127
1666527058,982,52.17,970.87,30.58,1666527058
1666526989,979,53.22,970.93,30.49,1666526989
1666526921,972,54.22,971.01,30.32,1666526921
1666526850,968,53.00,970.97,30.19,1666526850
1666526780,969,53.85,971.01,30.23,1666526780
1666526713,973,54.61,971.05,30.35,1666526713
1666526646,968,54.56,971.05,30.22,1666526646
1666526581,966,54.72,971.07,30.15,1666526581
1666526512,961,54.56,971.10,30.00,1666526512
1666526434,956,54.61,971.09,29.87,1666526434
1666526357,957,54.72,971.07,29.88,1666526357
1666526286,951,54.01,971.20,29.74,1666526286
1666526214,950,53.41,971.17,29.71,1666526214
1666526145,952,54.49,971.13,29.75,1666526145
1666526075,944,55.29,971.20,29.53,1666526075
1666469097,1215,32.14,964.29,35.50,1666469097
1666469020,1213,31.94,964.31,35.45,1666469020
1666468944,1213,31.55,964.27,35.43,1666468944
1666468872,1213,31.75,964.30,35.44,1666468872
1666468803,1213,31.66,964.30,35.46,1666468803
1666468730,1217,31.85,964.33,35.58,1666468730
1666468660,1213,31.91,964.30,35.46,1666468660
1666468589,1215,31.88,964.26,35.51,1666468589
1666468518,1217,31.95,964.29,35.57,1666468518
1666468438,1215,31.64,964.28,35.49,1666468438
1666468356,1214,31.56,964.32,35.49,1666468356
1666468287,1214,31.27,964.28,35.47,1666468287
1666468217,1213,31.53,964.22,35.43,1666468217
1666468149,1212,31.35,964.20,35.39,1666468149
1666468082,1216,31.49,964.21,35.50,1666468082
1666468014,1219,31.14,964.20,35.60,1666468014
1666467944,1220,31.48,964.20,35.64,1666467944
1666467876,1222,31.31,964.18,35.68,1666467876
1666467810,1226,31.56,964.11,35.78,1666467810
1666467742,1224,31.05,964.10,35.73,1666467742
1666467674,1224,30.80,964.12,35.73,1666467674
1666467605,1229,31.16,964.08,35.87,1666467605
1666467537,1229,31.51,964.07,35.85,1666467537
1666467471,1231,31.25,964.07,35.92,1666467471
1666467403,1229,31.56,964.07,35.87,1666467403
1666467336,1231,31.98,964.10,35.92,1666467336
1666467270,1230,31.72,964.01,35.87,1666467270
1666467203,1227,31.19,964.02,35.78,1666467203
1666467135,1231,31.25,964.02,35.92,1666467135
1666467068,1228,31.26,964.02,35.83,1666467068
1666467001,1231,31.77,963.97,35.89,1666467001
1666466935,1240,31.52,964.02,36.17,1666466935
1666466868,1233,31.69,963.96,35.95,1666466868
1666466803,1238,31.55,963.92,36.10,1666466803
1666466736,1243,31.78,963.94,36.26,1666466736
1666466669,1245,31.43,964.00,36.34,1666466669
1666466600,1240,30.74,964.00,36.18,1666466600
1666466530,1233,31.19,964.04,35.98,1666466530
1666466453,1229,32.12,963.95,35.82,1666466453
1666466379,1244,31.30,963.90,36.26,1666466379
1666466309,1234,31.47,963.99,36.00,1666466309
1666466242,1247,32.18,963.94,36.38,1666466242
1666466175,1252,30.30,963.93,36.53,1666466175
1666466091,1249,29.67,963.94,36.44,1666466091
1666465945,1243,30.01,963.89,36.24,1666465945
1666465875,1235,31.72,963.91,35.99,1666465875
1666465809,1247,32.06,963.88,36.36,1666465809
1666465742,1270,31.13,963.89,37.05,1666465742
1666465673,1263,29.16,963.84,36.82,1666465673
1666465605,1250,29.41,963.87,36.44,1666465605
1666465538,1231,30.97,963.88,35.87,1666465538
1666465470,1216,31.32,963.92,35.41,1666465470
1666465402,1214,31.21,963.91,35.36,1666465402
1666465334,1214,30.97,963.89,35.36,1666465334
1666465263,1223,32.64,963.96,35.66,1666465263
1666465195,1231,30.79,963.99,35.91,1666465195
1666465127,1245,31.45,963.98,36.32,1666465127
1666465060,1253,29.50,963.97,36.56,1666465060
1666464926,1224,30.11,964.00,35.70,1666464926
1666464860,1211,31.44,964.02,35.31,1666464860
1666464793,1210,31.88,964.05,35.28,1666464793
1666464726,1206,33.70,964.05,35.15,1666464726
1666464656,1205,33.70,964.04,35.11,1666464656
1666464589,1217,34.39,963.98,35.46,1666464589
1666464519,1227,31.93,963.98,35.76,1666464519
1666464451,1227,32.56,963.97,35.78,1666464451
1666464386,1260,30.79,964.00,36.80,1666464386
1666464320,1260,29.28,963.98,36.77,1666464320
1666464252,1273,29.32,964.00,37.18,1666464252
1666464187,1276,29.83,964.02,37.29,1666464187
1666464121,1263,30.03,964.00,36.87,1666464121
1666464056,1256,31.12,964.00,36.67,1666464056
1666463988,1251,32.90,964.01,36.52,1666463988
1666463921,1257,33.30,964.01,36.70,1666463921
1666463854,1254,31.93,963.99,36.61,1666463854
1666463787,1264,29.52,963.99,36.91,1666463787
1666463721,1255,28.98,963.97,36.64,1666463721
1666463653,1231,29.67,964.04,35.93,1666463653
1666463587,1226,31.14,964.07,35.78,1666463587
1666463522,1241,32.34,964.07,36.24,1666463522
1666463455,1251,30.65,964.06,36.53,1666463455
1666463388,1255,29.99,964.09,36.66,1666463388
1666463321,1244,30.26,964.10,36.33,1666463321
1666463255,1231,31.57,964.13,35.96,1666463255
1666463188,1227,31.87,964.14,35.84,1666463188
1666463121,1238,29.63,964.12,36.16,1666463121
1666463056,1245,29.11,964.13,36.37,1666463056
1666462991,1250,28.97,964.17,36.54,1666462991
1666462926,1254,29.57,964.10,36.65,1666462926
1666462858,1265,28.38,964.11,36.97,1666462858
1666462790,1264,29.99,964.09,36.94,1666462790
1666462723,1250,29.52,964.12,36.53,1666462723
1666462656,1243,29.76,964.12,36.30,1666462656
1666462591,1245,29.62,964.12,36.38,1666462591
1666462526,1248,29.00,964.16,36.47,1666462526
1666462458,1258,30.11,964.23,36.81,1666462458
1666462391,1273,29.23,964.28,37.29,1666462391
1666462326,1283,30.14,964.17,37.55,1666462326
1666462260,1274,29.35,964.11,37.26,1666462260
1666462195,1272,29.80,964.11,37.19,1666462195
1666462129,1269,30.01,964.07,37.08,1666462129
1666462061,1268,29.59,964.13,37.08,1666462061
1666461992,1262,29.56,964.12,36.90,1666461992
1666461924,1266,29.09,964.10,36.99,1666461924
1666461855,1256,29.70,964.15,36.70,1666461855
1666461787,1256,29.45,964.14,36.71,1666461787
1666461718,1270,29.90,964.10,37.13,1666461718
1666461526,1247,30.75,964.16,36.44,1666461526
1666461455,1239,30.77,964.18,36.21,1666461455
1666461389,1253,31.55,964.19,36.65,1666461389
1666461322,1248,30.16,964.14,36.48,1666461322
1666461257,1258,30.40,964.19,36.78,1666461257
1666461190,1256,30.50,964.18,36.73,1666461190
1666461124,1264,31.05,964.23,36.98,1666461124
1666461058,1269,30.42,964.25,37.16,1666461058
1666460991,1279,30.18,964.23,37.44,1666460991
1666460923,1287,29.82,964.25,37.70,1666460923
1666460853,1295,29.89,964.21,37.92,1666460853
1666460784,1290,28.94,964.16,37.77,1666460784
1666460716,1283,29.92,964.20,37.55,1666460716
1666460649,1264,29.79,964.18,36.98,1666460649
1666460577,1251,29.99,964.20,36.59,1666460577
1666460511,1253,29.93,964.26,36.65,1666460511
1666460445,1260,29.51,964.30,36.88,1666460445
1666460378,1263,29.62,964.27,36.96,1666460378
1666460310,1261,29.80,964.36,36.93,1666460310
1666460242,1282,29.99,964.44,37.61,1666460242
1666460176,1283,30.05,964.33,37.59,1666460176
1666460111,1280,30.17,964.36,37.51,1666460111
1666460045,1273,30.14,964.39,37.31,1666460045
1666459979,1265,30.91,964.41,37.08,1666459979
1666459785,1225,32.10,964.53,35.89,1666459785
1666459718,1202,33.83,964.49,35.18,1666459718
1666459652,1201,35.75,964.48,35.16,1666459652
1666459586,1211,34.60,964.53,35.46,1666459586
1666459519,1229,32.87,964.51,35.99,1666459519
1666459449,1238,31.98,964.52,36.28,1666459449
1666459382,1246,30.26,964.57,36.55,1666459382
1666459315,1268,31.14,964.55,37.22,1666459315
1666459248,1290,29.30,964.47,37.86,1666459248
1666459180,1308,29.44,964.57,38.45,1666459180
1666459114,1311,29.36,964.54,38.52,1666459114
1666459046,1332,29.68,964.52,39.18,1666459046
1666457533,1183,34.78,964.77,34.70,1666457533
1666457466,1181,35.27,964.83,34.65,1666457466
1666457400,1187,36.09,964.86,34.83,1666457400
1666457335,1189,35.53,964.90,34.91,1666457335
1666457269,1192,34.60,964.86,35.00,1666457269
1666457201,1201,32.97,964.88,35.28,1666457201
1666457132,1202,32.83,964.93,35.31,1666457132
1666457062,1224,33.12,964.98,36.00,1666457062
1666456995,1253,32.66,964.96,36.88,1666456995
1666456925,1257,30.64,965.05,37.04,1666456925
1666456858,1257,30.93,965.01,37.03,1666456858
1666456793,1259,30.96,965.04,37.08,1666456793
1666456726,1265,31.01,965.03,37.26,1666456726
1666456660,1272,30.44,965.03,37.50,1666456660
1666456593,1277,30.66,964.96,37.61,1666456593
1666456524,1265,30.98,965.05,37.28,1666456524
1666456452,1272,30.55,965.17,37.53,1666456452
1666456383,1299,29.65,965.17,38.36,1666456383
1666456317,1299,29.70,965.17,38.36,1666456317
1666456251,1293,30.02,965.23,38.20,1666456251
1666456184,1290,30.23,965.22,38.10,1666456184
1666456118,1274,31.11,965.23,37.61,1666456118
1666456051,1253,31.68,965.23,36.98,1666456051
1666455985,1232,31.98,965.28,36.34,1666455985
1666455920,1220,32.55,965.33,36.00,1666455920
1666455855,1192,33.66,965.35,35.14,1666455855
1666455786,1172,34.18,965.44,34.57,1666455786
1666455721,1153,35.02,965.44,34.00,1666455721
1666455656,1142,36.12,965.56,33.71,1666455656
1666455590,1151,36.43,965.52,33.96,1666455590
1666455525,1174,37.42,965.54,34.65,1666455525
1666455460,1182,33.44,965.53,34.90,1666455460
1666455394,1206,32.85,965.46,35.60,1666455394
1666455329,1204,34.00,965.50,35.56,1666455329
1666455261,1189,33.82,965.53,35.12,1666455261
1666455195,1171,34.21,965.66,34.60,1666455195
1666455128,1168,37.13,965.69,34.53,1666455128
1666455061,1159,34.78,965.71,34.25,1666455061
1666454994,1147,35.16,965.73,33.91,1666454994
1666454925,1153,35.83,965.79,34.10,1666454925
1666454827,1200,33.01,965.73,35.51,1666454827
1666454760,1200,33.38,965.70,35.49,1666454760
1666454694,1174,34.44,965.85,34.76,1666454694
1666454628,1162,34.86,965.86,34.39,1666454628
1666454562,1148,35.53,965.94,34.01,1666454562
1666454496,1136,35.99,965.93,33.63,1666454496
1666454431,1144,38.65,965.96,33.88,1666454431
1666454364,1142,36.68,965.99,33.82,1666454364
1666454298,1130,37.09,966.02,33.48,1666454298
1666454233,1140,38.35,966.06,33.81,1666454233
1666454165,1143,38.82,966.11,33.89,1666454165
1666454098,1152,37.82,966.09,34.17,1666454098
1666453964,1176,34.58,966.12,34.90,1666453964
1666453898,1170,34.44,966.09,34.70,1666453898
1666453831,1173,34.44,966.20,34.83,1666453831
1666453763,1175,37.58,966.24,34.91,1666453763
1666453697,1174,36.18,966.22,34.87,1666453697
1666453629,1157,36.85,966.23,34.36,1666453629
1666453562,1140,36.87,966.21,33.84,1666453562
1666453497,1149,36.44,966.29,34.12,1666453497
1666453432,1141,37.83,966.30,33.89,1666453432
1666453363,1130,38.55,966.35,33.57,1666453363
1666453297,1130,40.11,966.39,33.60,1666453297
1666453232,1119,37.44,966.39,33.26,1666453232
1666453164,1133,38.17,966.44,33.70,1666453164
1666453099,1144,37.93,966.47,34.05,1666453099
1666453034,1145,38.73,966.51,34.08,1666453034
1666452969,1144,39.74,966.57,34.09,1666452969
1666452902,1144,38.28,966.59,34.09,1666452902
1666452834,1153,36.96,966.64,34.38,1666452834
1666452766,1145,38.13,966.62,34.12,1666452766
1666452698,1146,36.59,966.67,34.17,1666452698
1666452633,1171,35.34,966.69,34.93,1666452633
1666452565,1159,35.77,966.73,34.58,1666452565
1666452495,1148,36.55,966.68,34.23,1666452495
1666452306,1143,37.72,966.73,34.10,1666452306
1666452238,1138,39.25,966.81,33.97,1666452238
1666452166,1137,37.62,966.87,33.95,1666452166
1666452089,1135,38.09,966.88,33.92,1666452089
1666451951,1136,38.59,966.90,33.93,1666451951
1666451881,1126,37.65,966.87,33.62,1666451881
1666451812,1131,39.11,966.94,33.80,1666451812
1666451745,1133,37.44,966.99,33.89,1666451745
1666451680,1143,38.72,967.00,34.16,1666451680
1666451613,1110,40.01,966.97,33.17,1666451613
1666451548,1101,40.87,967.07,32.94,1666451548
1666451481,1087,39.84,967.07,32.52,1666451481
1666451415,1092,41.31,967.09,32.68,1666451415
1666451349,1088,39.98,967.15,32.56,1666451349
1666451283,1092,38.93,967.16,32.70,1666451283
1666451216,1111,39.45,967.20,33.28,1666451216
1666451148,1118,37.66,967.18,33.50,1666451148
1666451080,1114,37.76,967.25,33.39,1666451080
1666451010,1097,40.58,967.27,32.87,1666451010
1666450939,1104,40.84,967.28,33.09,1666450939
1666450873,1089,39.01,967.32,32.65,1666450873
1666450807,1101,39.83,967.34,33.03,1666450807
1666450740,1093,37.94,967.38,32.79,1666450740
1666450670,1086,38.36,967.35,32.59,1666450670
1666450603,1089,40.10,967.36,32.66,1666450603
1666450536,1084,41.18,967.48,32.56,1666450536
1666450468,1083,41.03,967.48,32.52,1666450468
1666450401,1088,42.36,967.47,32.66,1666450401
1666450334,1081,40.27,967.41,32.43,1666450334
1666450269,1076,41.58,967.41,32.32,1666450269
1666450197,1064,41.84,967.46,31.94,1666450197
1666450129,1066,41.98,967.51,32.02,1666450129
1666450058,1063,42.17,967.54,31.94,1666450058
1666449990,1072,41.98,967.55,32.21,1666449990
1666449922,1069,41.24,967.58,32.14,1666449922
1666449855,1059,41.95,967.64,31.85,1666449855
1666449790,1054,42.28,967.70,31.73,1666449790
1666449723,1065,43.61,967.69,32.06,1666449723
1666449657,1073,42.75,967.75,32.31,1666449657
1666449592,1080,42.01,967.72,32.50,1666449592
1666449527,1074,43.31,967.86,32.37,1666449527
1666449457,1065,42.19,967.78,32.07,1666449457
1666449391,1079,41.99,967.78,32.50,1666449391
1666449319,1081,41.92,967.82,32.58,1666449319
1666449251,1093,42.23,967.93,32.97,1666449251
1666449183,1096,40.08,967.93,33.05,1666449183
1666449112,1088,41.98,967.94,32.81,1666449112
1666449046,1087,40.86,967.98,32.79,1666449046
1666448978,1090,41.33,967.99,32.90,1666448978
1666448911,1088,40.42,968.05,32.85,1666448911
1666448843,1088,41.21,968.15,32.88,1666448843
1666448774,1074,42.59,968.14,32.46,1666448774
1666448702,1059,43.32,968.13,32.02,1666448702
1666446999,1094,43.46,968.78,33.28,1666446999
1666446929,1083,41.62,968.79,32.95,1666446929
1666446860,1085,41.15,968.84,33.01,1666446860
1666446793,1090,42.36,968.88,33.18,1666446793
1666446727,1070,42.91,969.08,32.65,1666446727
1666446662,1075,44.03,968.79,32.69,1666446662
1666446596,1058,43.67,968.84,32.19,1666446596
1666446530,1044,44.91,968.93,31.81,1666446530
1666446461,1029,45.15,968.92,31.36,1666446461
1666446395,1034,45.01,968.97,31.54,1666446395
1666446327,1041,44.08,968.99,31.74,1666446327
1666446259,1026,44.93,968.98,31.30,1666446259
1666446188,1012,46.03,969.13,30.91,1666446188
1666446117,1010,46.50,969.00,30.83,1666446117
1666446051,1015,46.50,969.10,30.99,1666446051
1666445981,1009,45.49,969.09,30.82,1666445981
1666445913,1001,46.54,969.07,30.58,1666445913
1666445842,1007,46.77,969.17,30.79,1666445842
1666445773,1001,47.22,969.11,30.58,1666445773
1666445705,1015,47.17,969.13,31.00,1666445705
1666445638,1012,47.22,969.04,30.88,1666445638
1666445569,1019,46.33,969.06,31.11,1666445569
1666445502,1029,45.88,969.17,31.43,1666445502
1666445434,1052,44.72,969.22,32.14,1666445434
1666445367,1043,43.57,969.23,31.87,1666445367
1666445300,1037,44.49,969.28,31.71,1666445300
1666445232,1031,45.06,969.31,31.53,1666445232
1666445163,1020,46.33,969.33,31.22,1666445163
1666445096,1010,47.22,969.37,30.93,1666445096
1666445030,1005,47.77,969.32,30.76,1666445030
1666444962,994,48.63,969.27,30.41,1666444962
1666444896,983,49.07,969.29,30.11,1666444896
1666444828,981,49.18,969.22,30.01,1666444828
1666444761,982,48.91,969.25,30.06,1666444761
1666444693,997,48.94,969.23,30.50,1666444693
1666444626,995,48.29,969.32,30.48,1666444626
1666444559,1005,49.57,969.29,30.76,1666444559
1666444490,989,49.30,969.29,30.27,1666444490
1666444422,983,48.60,969.34,30.11,1666444422
1666444350,1005,48.00,969.39,30.78,1666444350
1666444282,1020,47.31,969.41,31.24,1666444282
